DEPARTAMENTO;PROVINCIA;DISTRITO;CENTRO POBLADO;CATEGORIA;CODIGO DE UBIGEO Y CENTRO POBLADO;LONGITUD;LATITUD;ALTITUD;POBLACION;VIVIENDA;AGUA POR RED PUBLICA;ENERGIA ELECTRICA EN LA VIVIENDA;DESAGUE POR RED PUBLICA;VIA DE MAYOR USO;TRANSPORTE DE MAYOR USO;FRECUENCIA;TIEMPO EN MINUTOS HACIA LA CAPITAL DEL DISTRITO;DISTANCIA DEL CENTRO POBLADO HACIA LA CAPITAL DEL DISTRITO(KM);DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO POBLADO EDUCATIVO;DISTANCIA DEL CENTRO POBLADO HACIA EL CENTRO DE SALUD MAS CERCA;ALUMBRADO PUBLICO;TELEFONO PUBLICO;LOCAL COMUNAL;HOSTAL / ALBERGUE;ESTACION DE RADIO;INSTITUCION EDUCATIVA PRIMARIA;INSTITUCION EDUCATIVA SECUNDARIA;ESTABLECIMIENTO/ PUESTO DE SALUD;PUESTO POLICIAL;OFICINA DE CORREO;CABINA DE INTERNET;HELADAS /NEVADAS;GRANIZADAS;LLUVIAS;SEQUIAS;VENDAVALES (VIENTOS FUERTES);INUNDACIONES;DERRUMBES/DESLIZAMIENTOS;HUAYCOS / ALUDES/ALUVIONES;DESERTIFICACIONES;SALINIZACION DE LOS SUELOS;ACTIVIDAD VOLCANICA;SISMOS;TSUNAMI U OLEADAS ANOMALOS;OTROS FENOMENOS NAT.;DERRAME DE SUSTANCIAS O DESECHOS TOXICOS;FUGAS DE GASES TOXICOS;EXPLOSIONES;INCENDIOS Y QUEMAS;CRIANZA DE ANIMALES EN ZONAS URBANAS;INCREMENTO DE ZONAS INDUS. NO AUTORIZADAS;ZONAS AEREOPORTUARIAS;RELLENOS SANITARIOS;SUBVERSIONES Y/O CONFLICTOS SOCIALES;OTROS PELIGROS;UN LECHO DE RIO O QUEBRADA;UN CUARTEL MILITAR O POLICIAL;UNA VIA FERREA;LA EROSION DE RIOS EN LADERAS DE CERROS;BARRANCOS O PRECIPICIOS;OTROS;PISTAS Y VEREDAS EN LA MAYORI DE SUS CALLES Y/O MANZANAS;CANALES DE DRENAJE EN LAS CALLES PARA LA EVACUACION DE LAS AGUA;IDIOMA O LENGUA QUE SE HABLA CON MAYOR FRECUENCIA;UBIGEO;Departamento_1;Provincia_1;Distrito_1;Total_M;Total_F;Total_eess_n;Total_eess_c;Total_eess_r;ambito_descripcion;UBIGEO_1;DOMINIO;ESTRATO;MIEPERHO;INGHOG1D;GASHOG2D;NIVELSOCIAL;POBREZA;Departamento_2;Provincia_2;Distrito_2;anio;etapa;Enf_infecc;Obesidad_Hiperalim;Inf_resperatorias;Enf_Bucales;Enf_Esofago_Estomago;Dorsopatias;Enf_Urinarias;Transtornos_maternos;Enf_digestivas;Sintoma_gen;TOTAL_SINIESTROS
HUANCAVELICA;ANGARAES;CALLANMARCA;CALLANMARCA;;903030001;-74.62331849;-12.86680505;3552.9;754;754;si;si;si;;;;0;;0.08;0.07;si;si;si;no;no;si;si;si;no;no;no;si;si;si;si;si;no;si;si;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;no;si;no;no;;no;no;no;no;quechua;90303;HUANCAVELICA;ANGARAES;CALLANMARCA;89;88;60;3058;177;Minsa;90303;5;8;4;14181.43427;14293.74345;C;1;HUANCAVELICA;ANGARAES;CALLANMARCA;2023;2;2;1;6;8;2;2;1;1;2;2;1
HUANCAVELICA;CHURCAMPA;CHINCHIHUASI;CHINCHIHUASI;pueblo;905030001;-74.54588018;-12.51689743;2803.4;300;150;si;si;si;;;;0;;0.18;0.16;si;si;si;si;si;si;si;si;no;no;no;no;si;;si;si;si;si;si;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;si;si;no;si;no;no;no;si;quechua;90503;HUANCAVELICA;CHURCAMPA;CHINCHIHUASI;90;95;224;12868;367;Minsa;90503;5;8;4;19151.87338;12075.89783;C;2;HUANCAVELICA;CHURCAMPA;CHINCHIHUASI;2023;1;5;2;9;13;2;0;0;0;6;7;2
HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;SAN PEDRO DE CORIS;;905090001;-74.41174167;-12.57795;3580.3;600;300;no;no;no;;;;0;;;0.17;si;no;si;si;no;si;si;;si;no;si;no;no;si;si;no;si;si;si;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;no;si;si;no;si;si;no;no;no;castellano;90509;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;95;93;1014;26158;929;Minsa;90509;5;7;3;21562.65706;16788.95186;C;1;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;2023;3;3;1;8;11;5;2;4;4;6;8;7
HUANCAVELICA;HUAYTARA;AYAVI;AYAVI;;906020001;-75.35111039;-13.70314988;3814.9;100;50;si;si;si;;;;0;;0.12;0.29;si;si;si;;si;si;si;si;si;si;si;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;castellano;90602;HUANCAVELICA;HUAYTARA;AYAVI;79;85;61;4907;247;Minsa;90602;5;8;2;14702.86673;13402.79614;C;3;HUANCAVELICA;HUAYTARA;AYAVI;2023;3;4;1;6;6;2;2;2;2;4;5;4
HUANCAVELICA;TAYACAJA;QUICHUAS;QUICHUAS;;907190001;-74.76756922;-12.47259318;2705.8;700;300;si;si;si;;;;0;;0.08;0.21;si;si;si;si;no;si;si;si;si;no;no;no;si;si;si;no;si;si;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;si;;no;no;no;no;no;no;quechua;90719;HUANCAVELICA;TAYACAJA;QUICHUAS;96;96;740;28201;2105;Minsa;90719;5;7;4;32084.25311;29221.83719;C;3;HUANCAVELICA;TAYACAJA;QUICHUAS;2023;3;4;2;8;12;5;3;3;4;6;8;1
HUANCAVELICA;TAYACAJA;ANDAYMARCA;ANDAYMARCA;;907200001;-74.63538;-12.31539667;2896.3;400;100;si;si;si;;;;0;;0.1;0.28;si;no;si;si;si;si;si;si;no;no;no;si;si;si;si;si;no;si;si;no;no;no;no;no;no;no;no;no;si;si;no;no;si;no;no;;si;no;si;si;no;no;no;castellano;90720;HUANCAVELICA;TAYACAJA;ANDAYMARCA;93;94;426;18644;1857;Minsa;90720;5;8;3;8270.783875;8114.706604;C;2;HUANCAVELICA;TAYACAJA;ANDAYMARCA;2023;2;2;1;8;10;4;2;2;2;3;7;5
HUANUCO;DOS DE MAYO;MARIAS;MARIAS;;1003110001;-76.70662024;-9.607461392;3507.8;1500;450;si;si;si;;;;0;;0.09;0.04;si;no;no;no;no;si;si;si;;no;no;si;si;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;si;no;castellano;100311;HUANUCO;DOS DE MAYO;MARIAS;96;96;804;77038;3165;Minsa;100311;5;7;3;24052.79123;19920.39136;C;3;HUANUCO;DOS DE MAYO;MARIAS;2023;2;3;2;8;10;3;2;4;2;3;5;9
HUANUCO;DOS DE MAYO;YANAS;YANAS;pueblo;1003230001;-76.75022982;-9.714493047;3476.6;1300;250;si;si;no;;;;0;;0.03;0.48;si;si;;si;no;si;si;si;no;no;no;si;si;si;si;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;si;no;no;no;castellano;100323;HUANUCO;DOS DE MAYO;YANAS;93;92;166;14087;1856;Minsa;100323;5;7;4;25552.2619;21571.96155;C;3;HUANUCO;DOS DE MAYO;YANAS;2023;5;5;2;7;8;5;2;3;0;2;7;4
HUANUCO;YAROWILCA;JACAS CHICO;SAN CRISTOBAL DE JACAS CHICO;pueblo;1011050001;-76.50308601;-9.886278495;3815.6;210;150;si;si;si;;;;0;;0.03;0.41;si;si;si;no;si;si;si;si;no;no;no;si;si;si;si;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;castellano;101105;HUANUCO;YAROWILCA;JACAS CHICO;87;88;125;7569;306;Minsa;101105;5;6;3;27802.1709;21108.42212;C;3;HUANUCO;YAROWILCA;JACAS CHICO;2023;5;4;1;8;3;3;3;1;0;1;4;15
HUANUCO;YAROWILCA;OBAS;OBAS;pueblo;1011060001;-76.66591885;-9.795386128;3543.4;500;200;si;si;si;;;;0;;0.13;0.06;si;si;si;si;no;si;si;si;no;no;si;si;si;si;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;castellano;101106;HUANUCO;YAROWILCA;OBAS;94;96;601;35914;1420;Minsa;101106;5;7;3;28456.66272;21780.64444;C;2;HUANUCO;YAROWILCA;OBAS;2023;3;8;2;8;8;6;2;3;3;3;7;5
ICA;CHINCHA;PUEBLO NUEVO;PUEBLO NUEVO;;1102070001;-76.12761799;-13.40421725;146.04;85000;9980;si;;si;;;;0;;;19.2;si;si;si;si;no;si;si;si;si;no;si;no;no;si;si;no;no;no;no;no;si;no;si;no;no;no;no;no;no;si;no;si;no;no;no;no;no;no;no;no;no;si;no;castellano;110207;ICA;CHINCHA;PUEBLO NUEVO;179;180;10099;146815;18902;EsSalud;110207;2;2;4;52396.52204;41343.13869;B;3;ICA;CHINCHA;PUEBLO NUEVO;2023;4;14;4;11;24;12;14;8;6;9;11;2
ICA;PALPA;RIO GRANDE;RIO GRANDE;;1104030001;-75.20122481;-14.51995489;369.1;1000;800;si;si;si;;;;0;;0.02;0.04;si;si;si;no;no;si;si;si;no;no;si;no;no;no;si;no;si;no;si;si;no;no;si;no;no;no;no;no;si;si;no;no;no;no;no;no;no;no;no;si;no;no;no;;110403;ICA;PALPA;RIO GRANDE;96;96;641;21349;1811;Minsa;110403;2;6;3;28091.94212;22042.09525;C;3;ICA;PALPA;RIO GRANDE;2023;4;6;4;11;17;6;4;3;2;7;7;14
JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;SAN JERONIMO DE TUNAN;;1201300001;-75.28210492;-11.94913561;3300.5;10000;8000;no;si;no;;;;0;;0.51;4.57;si;si;si;si;no;si;si;si;si;no;;si;si;si;no;no;si;no;no;no;no;no;si;no;no;no;no;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;castellano;120130;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;96;96;3611;56493;7550;Minsa;120130;5;5;3;37302.24512;23300.77126;C;3;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;2023;2;5;2;6;9;5;3;2;3;5;6;1
JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;SANTO DOMINGO DE ACOBAMBA;;1201350001;-74.79536046;-11.76890757;2220.9;750;200;si;si;no;;;;0;;0.02;0.33;si;si;si;si;no;si;;no;no;no;si;si;si;si;si;si;no;no;no;si;no sabe;no;no;no;no sabe;no;no;no;no;si;si;no;no;si;no sabe;si;no;no;no;no;no sabe;si;si;castellano;120135;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;95;96;732;40800;2720;Minsa;120135;5;8;5;15432.86353;16814.94946;C;3;JUNIN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;2023;2;6;2;8;10;5;2;2;3;5;6;2
JUNIN;JAUJA;PACCHA;PACCHA;;1204230001;-75.5063486;-11.85360937;3678.8;800;300;no;si;si;;;;0;;0.09;0.27;si;si;si;no;no;si;si;si;no;no;no;si;si;si;no;no;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;castellano;120423;JUNIN;JAUJA;PACCHA;94;91;125;6597;629;Minsa;120423;5;7;3;21778.8009;19664.93341;C;3;JUNIN;JAUJA;PACCHA;2023;5;6;2;8;5;5;2;2;0;2;5;3
JUNIN;SATIPO;RIO NEGRO;RIO NEGRO;;1206070001;-74.65942668;-11.20885067;664.8;1100;1800;si;si;si;;;;0;;0.25;;si;si;si;;si;si;si;si;si;no;no;no;no;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;castellano;120607;JUNIN;SATIPO;RIO NEGRO;173;175;11855;149627;12611;EsSalud;120607;7;8;3;21350.50682;17825.84866;C;3;JUNIN;SATIPO;RIO NEGRO;2023;3;8;3;9;14;5;2;3;4;5;8;3
LA LIBERTAD;JULCAN;HUASO;HUASO;;1305040001;-78.41404599;-8.224595539;3075;600;120;si;si;si;;;;0;;0.04;0.13;si;no;no;no;no;;si;si;no;no;no;no;si;si;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;si;no;no;si;si;no;no;no;castellano;130504;LA LIBERTAD;JULCAN;HUASO;96;96;727;53054;1567;Minsa;130504;4;7;4;14510.27136;13454.57935;C;2;LA LIBERTAD;JULCAN;HUASO;2023;2;4;2;8;9;6;2;2;2;5;5;1
LA LIBERTAD;PATAZ;TAYABAMBA;TAYABAMBA;;1308010001;-77.296041;-8.274997826;3222;8000;;si;si;si;;;;0;;0.34;0.07;si;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;castellano;130801;LA LIBERTAD;PATAZ;TAYABAMBA;170;172;4039;46974;9646;EsSalud;130801;4;7;4;24697.51216;15542.1084;C;3;LA LIBERTAD;PATAZ;TAYABAMBA;2023;2;9;2;9;8;6;3;3;4;6;5;1
LA LIBERTAD;SANCHEZ CARRION;SANAGORAN;SANAGORAN;pueblo;1309060001;-78.14202693;-7.786227509;2687.9;600;100;si;si;si;;;;0;;0.01;0.48;si;no;si;si;no;si;si;si;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;si;no;no;si;no;no;no;castellano;130906;LA LIBERTAD;SANCHEZ CARRION;SANAGORAN;96;96;269;70243;1645;Minsa;130906;4;7;4;18183.22717;13316.31995;C;3;LA LIBERTAD;SANCHEZ CARRION;SANAGORAN;2023;3;3;2;8;10;5;2;4;5;4;6;1
LA LIBERTAD;GRAN CHIMU;MARMOT;COMPIN;;1311030001;-78.62607552;-7.69844158;1512;750;225;si;si;si;;;;0;;0.19;0.28;si;si;no;si;no;si;si;si;si;si;si;no;no;si;si;no;no;si;si;no;no;no;;no;no;no;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;si;no;castellano;131103;LA LIBERTAD;GRAN CHIMU;MARMOT;95;94;725;18176;1676;Minsa;131103;4;7;3;25439.17134;18671.56556;C;3;LA LIBERTAD;GRAN CHIMU;MARMOT;2023;2;4;2;7;4;5;0;2;1;6;5;4
LIMA;LIMA;CARABAYLLO;CARABAYLLO;;1501060001;-77.02695019;-11.89016707;237.92;233799;98806;si;si;si;;;;0;;0.15;2.29;si;si;si;si;si;si;si;si;si;si;si;no;no;no;no;no;no sabe;no sabe;no sabe;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;no;no;si;no;castellano;150106;LIMA;LIMA;CARABAYLLO;180;180;48347;667036;89963;EsSalud;150106;8;1;3;46524.81092;33386.21174;C;3;LIMA;LIMA;CARABAYLLO;2023;2;12;3;12;25;7;10;6;3;12;20;5
LIMA;LIMA;LINCE;LINCE;;1501160001;-77.03033462;-12.08442438;149.8;52000;9998;si;si;si;;;;0;;0.25;3.6;si;si;si;si;no;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;si;no;castellano;150116;LIMA;LIMA;LINCE;235;244;22971;64944;8303;EsSalud;150116;8;1;3;67851.01953;53633.88498;A;3;LIMA;LIMA;LINCE;2023;2;2;2;8;15;2;4;2;2;6;4;7
LIMA;LIMA;MAGDALENA DEL MAR;MAGDALENA DEL MAR;;1501200001;-77.06716407;-12.09159391;90.131;55000;9998;si;si;si;;;;0;;;0.04;si;si;si;si;no;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;castellano;150120;LIMA;LIMA;MAGDALENA DEL MAR;96;96;24171;188281;15391;Minsa;150120;8;1;3;129581.3511;75551.69141;A;3;LIMA;LIMA;MAGDALENA DEL MAR;2023;4;10;2;12;27;12;17;10;7;10;19;1
LIMA;LIMA;PUEBLO LIBRE;PUEBLO LIBRE;;1501210001;-77.06243166;-12.07804057;114.32;75000;9998;si;si;si;;;;0;;;0.58;si;si;si;si;si;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;castellano;150121;LIMA;LIMA;PUEBLO LIBRE;168;169;26131;269358;28628;Minsa;150121;8;1;3;111869.8547;64424.35056;A;3;LIMA;LIMA;PUEBLO LIBRE;2023;5;4;2;11;26;18;24;10;0;17;25;1
LIMA;LIMA;RIMAC;RIMAC;;1501280001;-77.02696953;-12.04219774;153;99998;9998;si;si;si;;;;0;;1.35;2.6;si;si;si;si;no;si;si;si;si;si;si;no;no;no;no;no;;no;no;no sabe;no sabe;no;si;si;no sabe;si;no sabe;no sabe;si;si;si;no;si;si;no sabe;no;no;no;no;no;si;si;si;castellano;150128;LIMA;LIMA;RIMAC;323;325;54152;544305;88937;EsSalud;150128;8;1;3;52422.65862;38580.46339;B;3;LIMA;LIMA;RIMAC;2023;4;13;4;14;28;16;23;13;9;16;24;2
LIMA;LIMA;SAN MIGUEL;SAN MIGUEL;;1501360001;-77.07932774;-12.09229664;84.274;99998;9998;si;si;si;;;;0;;;2.1;si;si;si;si;si;si;si;si;;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;si;no;no;no;si;no;castellano;150136;LIMA;LIMA;SAN MIGUEL;198;201;19242;134999;21265;EsSalud;150136;8;1;3;107414.0998;68069.89883;A;3;LIMA;LIMA;SAN MIGUEL;2023;1;7;2;13;21;7;6;4;0;9;11;1
LIMA;LIMA;SANTA ANITA;SANTA ANITA - LOS FICUS;;1501370001;-76.97137483;-12.04377844;285.26;189932;6332;si;si;si;;;;0;;0.12;0.59;si;si;si;si;si;si;si;;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;castellano;150137;LIMA;LIMA;SANTA ANITA;189;189;65084;765944;74248;EsSalud;150137;8;1;3;51726.86301;44162.74153;B;2;LIMA;LIMA;SANTA ANITA;2023;4;13;6;12;29;17;20;12;9;17;21;1
LIMA;BARRANCA;PARAMONGA;PARAMONGA;;1502020001;-77.8181352;-10.67475175;36.681;32500;1000;si;si;si;;;;0;;;;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;si;no;no;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;si;no;castellano;150202;LIMA;BARRANCA;PARAMONGA;173;177;5602;132232;14545;EsSalud;150202;2;4;3;42919.49268;29863.11861;C;3;LIMA;BARRANCA;PARAMONGA;2023;3;8;2;8;16;5;4;4;6;8;14;1
LIMA;CAJATAMBO;COPA;COPA;;1503020001;-77.07894235;-10.38650111;3433.4;550;300;si;si;si;;;;0;;0.08;11.59;si;si;si;no;no;si;no;no;no;no;no;si;si;si;no;si;si;si;si;no;no;no;no;no;no;si;no;no;no;si;si;no;si;no;no;si;si;no;si;si;no sabe;no;si;castellano;150302;LIMA;CAJATAMBO;COPA;86;87;193;10101;542;Minsa;150302;5;6;4;20408.58667;13954.52753;C;3;LIMA;CAJATAMBO;COPA;2023;4;2;2;7;7;5;4;2;3;6;5;1
LIMA;HUAROCHIRI;CUENCA;SAN JOSE DE LOS CHORRILLOS;;1507060001;-76.43514271;-12.13209358;2784.1;100;100;si;si;si;;;;0;;0.06;0.06;si;si;si;no;no;si;no;si;no;no;no;no;no;si;;si;si;si;si;no;no;no;si;no;no;si;si;no;no;no;no;no;si;no;no;si;no;si;si;no;no;si;si;castellano;150706;LIMA;HUAROCHIRI;CUENCA;85;75;188;3198;479;Minsa;150706;5;8;4;22359.45494;16174.86754;C;3;LIMA;HUAROCHIRI;CUENCA;2023;2;1;2;6;1;2;0;0;0;4;4;1
LIMA;HUAROCHIRI;SANTA EULALIA;SANTA EULALIA;;1507280001;-76.66396471;-11.90155372;1048.1;16000;5000;si;si;;;;;0;;1.39;6.2;si;si;no;si;no;si;si;si;no;no;si;no;no;si;no;si;si;si;si;no;no;no;si;no;no;si;no;no;si;si;si;no;no;no;no;si;no;si;si;si;no;no;no;castellano;150728;LIMA;HUAROCHIRI;SANTA EULALIA;96;96;2871;59121;7661;Minsa;150728;2;8;3;42074.69071;25442.99173;C;3;LIMA;HUAROCHIRI;SANTA EULALIA;2023;2;6;2;9;13;3;5;2;1;3;9;3
LIMA;HUAURA;HUALMAY;HUALMAY;;1508040001;-76.82545609;-10.91813089;3304.7;120;120;si;si;si;;;;0;;0.14;31.7;si;si;si;no;no;si;no;no;no;no;no;si;si;si;si;no;no;si;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;si;si;no;si;si;no;no;no;castellano;150804;LIMA;HUAURA;HUALMAY;96;96;18866;145436;12180;Minsa;150804;5;6;3;12066.64909;8782.863159;C;2;LIMA;HUAURA;HUALMAY;2023;4;9;4;11;21;10;10;5;5;11;13;1
LIMA;HUAURA;SANTA MARIA;CRUZ BLANCA;;1508100001;-77.5949182;-11.09661647;83.078;32626;6520;si;si;si;;;;0;;0.63;1.9;si;si;no;si;si;si;si;si;si;si;si;no;no;si;si;si;no;si;no;no;no;no;si;no;no;no;no;no;no;si;no;no;no;no;no;si;si;no;no;no;no;si;;castellano;150810;LIMA;HUAURA;SANTA MARIA;96;96;9964;130955;12493;Minsa;150810;2;2;3;40355.63386;29417.24626;C;3;LIMA;HUAURA;SANTA MARIA;2023;2;7;3;8;10;5;3;3;4;6;7;1
LIMA;OYON;OYON;OYON;;1509010001;-76.77344338;-10.66804794;3648.2;6000;1500;si;si;si;;;;0;;0.03;0.06;si;no;si;no;no;si;no;si;no;no;no;si;si;no;no;si;no;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;no;si;;si;no;si;castellano;150901;LIMA;OYON;OYON;167;175;1709;55435;5489;EsSalud;150901;5;5;4;26085.00377;22755.88716;C;3;LIMA;OYON;OYON;2023;5;4;3;8;17;5;2;3;0;8;9;4
LORETO;MAYNAS;LAS AMAZONAS;FRANCISCO DE ORELLANA;;1601050001;-72.76438344;-3.422947615;100;800;264;si;si;no;;;;;;0.49;1;si;si;si;si;no;si;si;si;si;no;si;no;no;si;si;si;no;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;si;si;no;si;si;castellano;160105;LORETO;MAYNAS;LAS AMAZONAS;96;96;1113;24442;2503;Minsa;160105;7;8;4;24430.85815;21370.85029;C;3;LORETO;MAYNAS;LAS AMAZONAS;2023;4;7;2;8;14;4;3;3;5;5;11;12
LORETO;ALTO AMAZONAS;YURIMAGUAS;YURIMAGUAS;;1602010001;-76.12804695;-5.884255811;150.14;72153;;si;si;si;;;;0;;0.49;0.77;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;si;si;castellano;160201;LORETO;ALTO AMAZONAS;YURIMAGUAS;176;180;52324;528078;46417;EsSalud;160201;7;4;4;38175.23481;28305.74404;C;3;LORETO;ALTO AMAZONAS;YURIMAGUAS;2023;4;15;4;13;26;17;20;13;8;19;23;2
UCAYALI;ATALAYA;SEPAHUA;SEPAHUA;;2502020001;-73.04543379;-11.1371459;277.4;7000;2500;si;si;no;;;;0;;;0.82;si;no;si;si;si;si;si;si;si;no;si;no;no;si;no;si;si;no;no;no;no;no;no;no;no;si;no;no;no;si;no;no;no;no;;si;si;no;si;si;no;si;si;castellano;250202;UCAYALI;ATALAYA;SEPAHUA;96;96;2141;36499;6705;Minsa;250202;7;8;4;28866.04976;21784.48022;C;3;UCAYALI;ATALAYA;SEPAHUA;2023;5;5;2;8;11;6;7;4;1;6;6;1
UCAYALI;ATALAYA;TAHUANIA;BOLOGNESI;;2502030001;-73.95648971;-10.03054617;196.8;360;150;si;si;si;;;;0;;0.01;1.01;si;no;si;si;si;si;si;si;si;si;si;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;;no;si;no;no;no;no;no;no;no;yine;250203;UCAYALI;ATALAYA;TAHUANIA;96;96;4402;57503;5944;Minsa;250203;7;7;4;13330.03369;13871.85941;C;3;UCAYALI;ATALAYA;TAHUANIA;2023;4;14;2;11;14;8;5;4;6;6;10;5
UCAYALI;PADRE ABAD;PADRE ABAD;AGUAYTIA;;2503010001;-75.5075982;-9.033634205;275;17000;6000;si;si;no;;;;0;;0.01;14.07;no;si;no;no;no;si;no;si;no;no;no;si;no;si;si;si;no;no;si;no;no;no;no;no;no;no;no;no;si;no;si;;no;no;no;si;si;no;no;no;no;no;no;yaminahua;250301;UCAYALI;PADRE ABAD;PADRE ABAD;165;174;17701;237311;17684;EsSalud;250301;7;4;4;29787.16536;26860.40871;C;2;UCAYALI;PADRE ABAD;PADRE ABAD;2023;4;12;2;12;16;16;13;12;7;9;18;15
LORETO;LORETO;TROMPETEROS;VILLA TROMPETEROS;;1603040001;-75.06062969;-3.805024501;130.7;1220;510;no;si;no;;;;0;;0.02;0.48;si;si;si;si;si;si;si;si;si;no;si;no;no;si;no;no;si;no;no;no;;no;no;no;no;si;no;no;no;no;no;no;no;no;no;si;si;no;no;no;no;si;no;castellano;160304;LORETO;LORETO;TROMPETEROS;96;96;4084;59139;3292;Minsa;160304;7;8;4;12649.88124;15167.85672;C;2;LORETO;LORETO;TROMPETEROS;2023;5;6;2;9;12;4;3;5;0;6;7;20
LORETO;REQUENA;EMILIO SAN MARTIN;TAMANCO;;1605040001;-74.28378424;-5.793707963;107.7;2000;400;no;si;no;;;;0;;0.1;0.03;si;no;si;no;no;si;no;si;no;no;no;;no;no;no;no;si;si;no;no;no;no;no;no;no;no;no;no;si;no;no;no;no;no;no;si;si;no;no;si;no;si;si;castellano;160504;LORETO;REQUENA;EMILIO SAN MARTIN;95;95;416;20698;1835;Minsa;160504;7;7;5;21686.21654;21693.81164;C;2;LORETO;REQUENA;EMILIO SAN MARTIN;2023;2;3;0;6;7;2;2;2;2;4;5;7
PASCO;PASCO;CHAUPIMARCA;CERRO DE PASCO;;1901010001;-76.25690828;-10.68258102;4373.3;27800;6442;si;si;si;;;;0;;0.12;;si;si;si;si;si;si;si;si;si;no;si;si;si;si;si;no;no;no;no;no;;no;no;no;no;si;no;no;si;no;no;no;no;no;no;si;no;si;no;no;no;si;no;castellano;190101;PASCO;PASCO;CHAUPIMARCA;96;96;8888;170085;8498;Minsa;190101;5;3;3;37895.88047;26159.46508;C;3;PASCO;PASCO;CHAUPIMARCA;2023;3;10;2;9;22;6;7;5;6;9;11;2
PASCO;PASCO;HUARIACA;HUARIACA;;1901030001;-76.19156014;-10.43909774;2985.9;2000;950;si;si;si;;;;0;;;1.87;si;si;no;no;no;si;si;si;no;no;no;no;si;si;no;si;no;si;;no;no;no;no;no;no;no;no;no;no;si;no;no;si;no;no;si;si;no;si;si;no;si;si;castellano;190103;PASCO;PASCO;HUARIACA;185;188;1855;52147;2337;EsSalud;190103;5;5;4;35838.7177;25621.16037;C;3;PASCO;PASCO;HUARIACA;2023;1;10;2;9;6;4;1;3;0;6;7;19
